,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
9025,Los Angeles,34.05,-118.05,<1H OCEAN,920,199,37279,162200
9026,Los Angeles,34.06,-118.05,<1H OCEAN,5283,1118,24472,159667
9027,Los Angeles,34.07,-118.05,<1H OCEAN,4119,1035,32373,183100
9028,Los Angeles,34.08,-118.05,<1H OCEAN,7592,1903,24200,147167
9029,Los Angeles,34.09,-118.05,<1H OCEAN,409,123,35268,146400
9030,Los Angeles,34.1,-118.05,INLAND,3309,1112,43477,266367
9031,Los Angeles,34.11,-118.05,INLAND,2456,896,42053,349450
9032,Los Angeles,34.12,-118.05,INLAND,2302,850,35500,476700
9033,Los Angeles,34.13,-118.05,INLAND,1475,668,37350,218300
9034,Los Angeles,34.14,-118.05,INLAND,862,303,89728,500001
9035,Los Angeles,34.15,-118.05,INLAND,1877,622,82004,500001
9036,Los Angeles,34.16,-118.05,INLAND,2924,1384,40660,327700
9037,Los Angeles,34.17,-118.05,INLAND,1036,437,50482,388900
9038,Inyo,36.64,-118.05,INLAND,896,426,20357,74200
9039,Orange,33.71,-118.04,<1H OCEAN,1605,769,60102,396900
9040,Orange,33.72,-118.04,<1H OCEAN,6582,2708,44903,196567
9041,Orange,33.74,-118.04,<1H OCEAN,1274,441,53559,235800
9042,Orange,33.75,-118.04,<1H OCEAN,1291,614,52001,235600
9043,Orange,33.76,-118.04,<1H OCEAN,2501,824,71226,316850
9044,Orange,33.78,-118.04,<1H OCEAN,3263,1141,58066,253250
9045,Orange,33.8,-118.04,<1H OCEAN,1359,476,50261,245100
9046,Orange,33.81,-118.04,<1H OCEAN,4053,1140,57686,228550
9047,Orange,33.82,-118.04,<1H OCEAN,2072,648,58440,273900
9048,Orange,33.83,-118.04,<1H OCEAN,3290,1031,43615,261300
9049,Orange,33.84,-118.04,<1H OCEAN,3193,1129,45395,256000
9050,Orange,33.85,-118.04,<1H OCEAN,4730,1377,62974,307867
9051,Orange,33.86,-118.04,<1H OCEAN,1671,470,72628,322700
9052,Los Angeles,33.87,-118.04,<1H OCEAN,4181,1127,59954,280450
9053,Los Angeles,33.88,-118.04,<1H OCEAN,3059,853,57619,297300
9054,Los Angeles,33.9,-118.04,<1H OCEAN,15,6,4999,162500
9055,Los Angeles,33.92,-118.04,<1H OCEAN,3724,944,34563,154850
9056,Los Angeles,33.93,-118.04,<1H OCEAN,3963,906,39165,152600
9057,Los Angeles,33.94,-118.04,<1H OCEAN,3545,935,44150,169150
9058,Los Angeles,33.95,-118.04,<1H OCEAN,3853,1200,45509,174800
9059,Los Angeles,33.96,-118.04,<1H OCEAN,2432,700,32732,151400
9060,Los Angeles,33.97,-118.04,<1H OCEAN,5563,1903,27420,166067
9061,Los Angeles,33.98,-118.04,<1H OCEAN,5799,2367,24780,168550
9062,Los Angeles,33.99,-118.04,<1H OCEAN,2875,1206,34417,197850
9063,Los Angeles,34.0,-118.04,<1H OCEAN,2114,838,51985,279200
9064,Los Angeles,34.04,-118.04,<1H OCEAN,3019,686,32500,162850
9065,Los Angeles,34.05,-118.04,<1H OCEAN,2380,492,28558,147150
9066,Los Angeles,34.06,-118.04,<1H OCEAN,4769,999,28463,161233
9067,Los Angeles,34.07,-118.04,<1H OCEAN,3895,1031,28278,159467
9068,Los Angeles,34.08,-118.04,<1H OCEAN,975,253,40370,173300
9069,Los Angeles,34.09,-118.04,INLAND,3820,1216,37616,205967
9070,Los Angeles,34.1,-118.04,INLAND,2745,832,44752,254550
9071,Los Angeles,34.11,-118.04,INLAND,1003,295,60943,473550
9072,Los Angeles,34.12,-118.04,INLAND,3018,973,58385,481734
9073,Los Angeles,34.13,-118.04,INLAND,2567,959,85776,402134
9074,Los Angeles,34.15,-118.04,INLAND,676,295,33621,377200
9075,Los Angeles,34.16,-118.04,INLAND,633,247,59582,350700
9076,Los Angeles,34.17,-118.04,INLAND,764,373,40385,265700
9077,Los Angeles,34.18,-118.04,INLAND,1220,508,52865,455400
9078,Orange,33.7,-118.03,<1H OCEAN,1259,413,77854,395300
9079,Orange,33.71,-118.03,<1H OCEAN,738,235,60000,271400
9080,Orange,33.72,-118.03,<1H OCEAN,2465,946,51630,261000
9081,Orange,33.76,-118.03,<1H OCEAN,3873,1271,54143,222700
9082,Orange,33.77,-118.03,<1H OCEAN,4209,1713,48134,232000
9083,Orange,33.78,-118.03,<1H OCEAN,2436,835,58757,263800
9084,Orange,33.79,-118.03,<1H OCEAN,4650,1507,50231,227100
9085,Orange,33.81,-118.03,<1H OCEAN,1779,543,57089,237400
9086,Orange,33.82,-118.03,<1H OCEAN,3122,1239,51023,269400
9087,Orange,33.83,-118.03,<1H OCEAN,4269,1384,40083,186933
9088,Orange,33.84,-118.03,<1H OCEAN,4896,1627,47451,211200
9089,Orange,33.85,-118.03,<1H OCEAN,5654,1845,39482,257400
9090,Orange,33.86,-118.03,<1H OCEAN,1014,322,45350,289300
9091,Los Angeles,33.87,-118.03,<1H OCEAN,1368,387,59300,277600
9092,Los Angeles,33.9,-118.03,<1H OCEAN,1570,440,45246,186750
9093,Los Angeles,33.91,-118.03,<1H OCEAN,4267,1196,37290,162100
9094,Los Angeles,33.92,-118.03,<1H OCEAN,2550,709,33366,162650
9095,Los Angeles,33.93,-118.03,<1H OCEAN,4074,1195,45743,172100
9096,Los Angeles,33.94,-118.03,<1H OCEAN,3370,1150,37732,175333
9097,Los Angeles,33.95,-118.03,<1H OCEAN,1968,701,38990,175500
9098,Los Angeles,33.96,-118.03,<1H OCEAN,1636,610,35853,168000
9099,Los Angeles,33.97,-118.03,<1H OCEAN,7040,2670,36658,208550
9100,Los Angeles,33.98,-118.03,<1H OCEAN,880,441,27578,236800
9101,Los Angeles,33.99,-118.03,<1H OCEAN,1177,439,34312,243800
9102,Los Angeles,34.01,-118.03,<1H OCEAN,2975,1018,62319,403700
9103,Los Angeles,34.05,-118.03,<1H OCEAN,3068,679,31542,149900
9104,Los Angeles,34.06,-118.03,<1H OCEAN,13539,2918,23515,155420
9105,Los Angeles,34.07,-118.03,<1H OCEAN,905,242,31042,152000
9106,Los Angeles,34.08,-118.03,INLAND,3769,989,28884,163867
9107,Los Angeles,34.09,-118.03,INLAND,1152,323,28029,180900
9108,Los Angeles,34.1,-118.03,INLAND,5440,1999,35229,223075
9109,Los Angeles,34.11,-118.03,INLAND,2332,790,62448,427150
9110,Los Angeles,34.13,-118.03,INLAND,995,359,49583,445700
9111,Los Angeles,34.14,-118.03,INLAND,3059,1280,39018,297400
9112,Los Angeles,34.15,-118.03,INLAND,674,267,41797,486800
9113,Los Angeles,34.16,-118.03,INLAND,2394,816,78867,494901
9114,Los Angeles,34.58,-118.03,INLAND,4546,1598,40729,154300
9115,Orange,33.62,-118.02,NEAR OCEAN,1508,754,43409,271400
9116,Orange,33.65,-118.02,NEAR OCEAN,755,399,28352,408300
9117,Orange,33.7,-118.02,<1H OCEAN,2473,769,63047,285700
9118,Orange,33.71,-118.02,<1H OCEAN,3592,1371,56255,309850
9119,Orange,33.72,-118.02,<1H OCEAN,4404,1594,44453,267800
9120,Orange,33.73,-118.02,<1H OCEAN,4645,1654,53492,285500
9121,Orange,33.74,-118.02,<1H OCEAN,1961,595,61280,248200
9122,Orange,33.75,-118.02,<1H OCEAN,1596,475,57157,231200
9123,Orange,33.76,-118.02,<1H OCEAN,3185,946,39394,205300
9124,Orange,33.77,-118.02,<1H OCEAN,3005,901,51225,200100
9125,Orange,33.78,-118.02,<1H OCEAN,1754,554,55446,228900
9126,Orange,33.79,-118.02,<1H OCEAN,3281,1001,61142,240400
9127,Orange,33.8,-118.02,<1H OCEAN,1411,437,71851,276700
9128,Orange,33.81,-118.02,<1H OCEAN,2227,641,51155,200900
9129,Orange,33.82,-118.02,<1H OCEAN,2459,863,42676,231400
9130,Orange,33.83,-118.02,<1H OCEAN,2922,1111,32215,238800
9131,Orange,33.84,-118.02,<1H OCEAN,2091,580,44821,214100
9132,Orange,33.85,-118.02,<1H OCEAN,1030,353,53416,213000
9133,Orange,33.86,-118.02,<1H OCEAN,1290,394,56677,220700
9134,Los Angeles,33.89,-118.02,<1H OCEAN,670,221,50839,198200
9135,Los Angeles,33.9,-118.02,<1H OCEAN,3793,1280,45498,206000
9136,Los Angeles,33.91,-118.02,<1H OCEAN,3249,1055,51084,213700
9137,Los Angeles,33.92,-118.02,<1H OCEAN,3437,1079,41810,189600
9138,Los Angeles,33.93,-118.02,<1H OCEAN,4202,1339,38670,189250
9139,Los Angeles,33.94,-118.02,<1H OCEAN,4571,1405,43948,192000
9140,Los Angeles,33.95,-118.02,<1H OCEAN,4882,1693,41472,176660
9141,Los Angeles,33.96,-118.02,<1H OCEAN,1901,715,45836,232200
9142,Los Angeles,33.97,-118.02,<1H OCEAN,887,306,61480,313800
9143,Los Angeles,33.98,-118.02,<1H OCEAN,707,293,86677,332700
9144,Los Angeles,34.02,-118.02,<1H OCEAN,2647,969,52405,302400
9145,Los Angeles,34.04,-118.02,<1H OCEAN,8579,2386,39736,186750
9146,Los Angeles,34.05,-118.02,<1H OCEAN,6127,1341,26599,163033
9147,Los Angeles,34.06,-118.02,<1H OCEAN,3792,817,22577,173800
9148,Los Angeles,34.07,-118.02,INLAND,3528,887,23236,156300
9149,Los Angeles,34.08,-118.02,INLAND,7731,1861,28783,171767
9150,Los Angeles,34.09,-118.02,INLAND,3175,880,30602,180900
9151,Los Angeles,34.1,-118.02,INLAND,1256,451,33509,229850
9152,Los Angeles,34.11,-118.02,INLAND,1828,696,42140,316900
9153,Los Angeles,34.12,-118.02,INLAND,2610,840,60625,389867
9154,Los Angeles,34.13,-118.02,INLAND,4022,1395,56367,377833
9155,Los Angeles,34.14,-118.02,INLAND,4609,1723,31097,237800
9156,Los Angeles,34.15,-118.02,INLAND,2025,804,37375,294100
9157,Los Angeles,34.17,-118.02,INLAND,1558,528,94667,500001
9158,Los Angeles,34.57,-118.02,INLAND,5391,1529,50830,151300
9159,Los Angeles,34.62,-118.02,INLAND,261,53,21413,96900
9160,Orange,33.66,-118.01,NEAR OCEAN,1949,910,43550,429200
9161,Orange,33.67,-118.01,NEAR OCEAN,2769,1264,54645,422650
9162,Orange,33.69,-118.01,<1H OCEAN,337,123,115199,500001
9163,Orange,33.7,-118.01,<1H OCEAN,1741,588,72480,302700
9164,Orange,33.71,-118.01,<1H OCEAN,3079,1248,47515,295600
9165,Orange,33.73,-118.01,<1H OCEAN,1766,589,67418,302500
9166,Orange,33.74,-118.01,<1H OCEAN,3613,1232,60609,264900
9167,Orange,33.75,-118.01,<1H OCEAN,2269,652,45250,186000
9168,Orange,33.76,-118.01,<1H OCEAN,3287,902,31418,184800
9169,Orange,33.77,-118.01,<1H OCEAN,1885,536,56291,210800
9170,Orange,33.78,-118.01,<1H OCEAN,2326,825,59678,220250
9171,Orange,33.79,-118.01,<1H OCEAN,2776,798,56104,240600
9172,Orange,33.8,-118.01,<1H OCEAN,1488,650,53200,219500
9173,Orange,33.81,-118.01,<1H OCEAN,3841,1404,44881,183600
9174,Orange,33.82,-118.01,<1H OCEAN,3348,1049,41108,209100
9175,Orange,33.83,-118.01,<1H OCEAN,6022,2250,33330,210167
9176,Orange,33.84,-118.01,<1H OCEAN,6190,2150,45468,210367
9177,Orange,33.85,-118.01,<1H OCEAN,3661,1040,42595,202250
9178,Orange,33.86,-118.01,<1H OCEAN,1218,402,34306,194200
9179,Orange,33.87,-118.01,<1H OCEAN,4188,1497,31390,185700
9180,Orange,33.88,-118.01,<1H OCEAN,1088,341,33690,269600
9181,Los Angeles,33.89,-118.01,<1H OCEAN,2825,902,44882,206367
9182,Los Angeles,33.9,-118.01,<1H OCEAN,2340,883,48672,206350
9183,Los Angeles,33.91,-118.01,<1H OCEAN,2541,462,42305,221400
9184,Los Angeles,33.92,-118.01,<1H OCEAN,3098,936,52518,196350
9185,Los Angeles,33.93,-118.01,<1H OCEAN,3179,1181,38434,182150
9186,Los Angeles,33.94,-118.01,<1H OCEAN,1776,574,45950,181750
9187,Los Angeles,33.95,-118.01,<1H OCEAN,2217,787,47367,219600
9188,Los Angeles,33.96,-118.01,<1H OCEAN,882,308,53054,273500
9189,Los Angeles,33.97,-118.01,<1H OCEAN,608,246,60648,290800
9190,Los Angeles,34.05,-118.01,<1H OCEAN,2530,541,29864,149850
9191,Los Angeles,34.06,-118.01,INLAND,455,196,27721,155400
9192,Los Angeles,34.07,-118.01,INLAND,13292,2937,25946,174700
9193,Los Angeles,34.08,-118.01,INLAND,3383,847,39640,169950
9194,Los Angeles,34.09,-118.01,INLAND,3614,1094,34019,180450
9195,Los Angeles,34.1,-118.01,INLAND,3088,962,36347,173850
9196,Los Angeles,34.11,-118.01,INLAND,2674,1121,34290,212000
9197,Los Angeles,34.12,-118.01,INLAND,1579,538,42446,246600
9198,Los Angeles,34.13,-118.01,INLAND,2554,843,43944,289100
9199,Los Angeles,34.14,-118.01,INLAND,4018,1473,31776,174500
9200,Los Angeles,34.15,-118.01,INLAND,4675,1898,35751,224800
9201,Los Angeles,34.16,-118.01,INLAND,753,275,55320,318500
9202,Los Angeles,34.55,-118.01,INLAND,1368,430,40710,137400
9203,Kern,35.12,-118.01,INLAND,917,316,33889,68500
9204,Orange,33.66,-118.0,NEAR OCEAN,2949,1422,37321,347800
9205,Orange,33.67,-118.0,<1H OCEAN,1521,632,48125,387800
9206,Orange,33.68,-118.0,<1H OCEAN,2048,943,64858,285400
9207,Orange,33.71,-118.0,<1H OCEAN,2422,971,40121,279700
9208,Orange,33.73,-118.0,<1H OCEAN,809,282,67395,342800
9209,Orange,33.74,-118.0,<1H OCEAN,1148,372,63940,316700
9210,Orange,33.75,-118.0,<1H OCEAN,1977,368,27589,137500
9211,Orange,33.76,-118.0,<1H OCEAN,4954,1579,29805,189550
9212,Orange,33.77,-118.0,<1H OCEAN,1842,720,34733,202250
9213,Orange,33.79,-118.0,<1H OCEAN,1820,652,36531,143500
9214,Orange,33.81,-118.0,<1H OCEAN,7149,2511,37215,174620
9215,Orange,33.82,-118.0,<1H OCEAN,4851,1685,36236,210767
9216,Orange,33.83,-118.0,<1H OCEAN,2239,897,30867,204300
9217,Orange,33.84,-118.0,<1H OCEAN,3298,918,34104,180100
9218,Orange,33.85,-118.0,<1H OCEAN,1729,611,42769,192600
9219,Orange,33.86,-118.0,<1H OCEAN,563,178,38750,203000
9220,Orange,33.87,-118.0,<1H OCEAN,1356,462,29500,165600
9221,Orange,33.88,-118.0,<1H OCEAN,3031,929,37216,219450
9222,Los Angeles,33.89,-118.0,<1H OCEAN,2205,658,47207,200933
9223,Los Angeles,33.9,-118.0,<1H OCEAN,2099,663,44488,208050
9224,Los Angeles,33.91,-118.0,<1H OCEAN,2374,753,59790,285200
9225,Los Angeles,33.92,-118.0,<1H OCEAN,1204,404,61273,289600
9226,Los Angeles,33.93,-118.0,<1H OCEAN,3750,1295,46286,191433
9227,Los Angeles,33.94,-118.0,<1H OCEAN,3144,1151,42927,197500
9228,Los Angeles,33.95,-118.0,<1H OCEAN,505,213,68109,401000
9229,Los Angeles,33.96,-118.0,<1H OCEAN,878,305,91541,453800
9230,Los Angeles,33.97,-118.0,<1H OCEAN,3124,953,60663,372600
9231,Los Angeles,34.03,-118.0,<1H OCEAN,3912,1121,52570,226100
9232,Los Angeles,34.07,-118.0,INLAND,1609,426,22500,138500
9233,Los Angeles,34.08,-118.0,INLAND,2799,653,43204,190200
9234,Los Angeles,34.1,-118.0,INLAND,1544,441,34005,176300
9235,Los Angeles,34.12,-118.0,INLAND,1474,497,42735,174400
9236,Los Angeles,34.13,-118.0,INLAND,2611,724,34161,162550
9237,Los Angeles,34.14,-118.0,INLAND,1931,716,21636,172500
9238,Los Angeles,34.15,-118.0,INLAND,3084,1265,34084,217550
9239,Los Angeles,34.16,-118.0,INLAND,929,363,54534,291200
9240,Kern,35.05,-118.0,INLAND,945,362,34015,86500
9241,Orange,33.66,-117.99,<1H OCEAN,1564,811,38608,310950
9242,Orange,33.67,-117.99,<1H OCEAN,5530,2300,41165,282325
9243,Orange,33.68,-117.99,<1H OCEAN,5318,2101,39331,225733
9244,Orange,33.69,-117.99,<1H OCEAN,4042,1724,35814,259800
9245,Orange,33.7,-117.99,<1H OCEAN,3062,1228,43298,239100
9246,Orange,33.71,-117.99,<1H OCEAN,6085,1413,30725,224333
9247,Orange,33.72,-117.99,<1H OCEAN,3612,1280,44890,193000
9248,Orange,33.73,-117.99,<1H OCEAN,5391,2216,38009,239933
9249,Orange,33.74,-117.99,<1H OCEAN,1960,739,45060,240000
9250,Orange,33.75,-117.99,<1H OCEAN,3671,1161,32017,188100
9251,Orange,33.76,-117.99,<1H OCEAN,2819,1058,26564,184300
9252,Orange,33.77,-117.99,<1H OCEAN,2539,816,33428,181650
9253,Orange,33.78,-117.99,<1H OCEAN,5854,2539,33181,193450
9254,Orange,33.79,-117.99,<1H OCEAN,7133,1965,37372,185150
9255,Orange,33.8,-117.99,<1H OCEAN,3013,721,36516,171650
9256,Orange,33.81,-117.99,<1H OCEAN,3480,822,29398,166167
9257,Orange,33.82,-117.99,<1H OCEAN,4079,1429,33777,219067
9258,Orange,33.83,-117.99,<1H OCEAN,2665,905,42598,195200
9259,Orange,33.84,-117.99,<1H OCEAN,3274,922,50072,231250
9260,Orange,33.85,-117.99,<1H OCEAN,1906,580,51162,202600
9261,Orange,33.86,-117.99,<1H OCEAN,5230,1659,31140,180433
9262,Orange,33.87,-117.99,<1H OCEAN,3791,1279,32417,184300
9263,Orange,33.88,-117.99,<1H OCEAN,3750,1339,49562,187033
9264,Orange,33.89,-117.99,<1H OCEAN,3518,1276,65327,254150
9265,Los Angeles,33.9,-117.99,<1H OCEAN,2256,715,46157,201250
9266,Los Angeles,33.92,-117.99,<1H OCEAN,3106,1144,40610,222700
9267,Los Angeles,33.93,-117.99,<1H OCEAN,3749,1397,42910,198100
9268,Los Angeles,33.94,-117.99,<1H OCEAN,1972,825,40085,213150
9269,Los Angeles,33.95,-117.99,<1H OCEAN,851,291,104835,498600
9270,Los Angeles,33.97,-117.99,<1H OCEAN,1490,482,108034,500001
9271,Los Angeles,33.98,-117.99,<1H OCEAN,3727,1107,69695,360400
9272,Los Angeles,34.0,-117.99,<1H OCEAN,1371,415,66988,382500
9273,Los Angeles,34.04,-117.99,<1H OCEAN,4027,938,31850,168300
9274,Los Angeles,34.05,-117.99,<1H OCEAN,1441,306,37917,151100
9275,Los Angeles,34.06,-117.99,INLAND,2660,595,25640,145800
9276,Los Angeles,34.07,-117.99,INLAND,3196,720,29619,146550
9277,Los Angeles,34.08,-117.99,INLAND,3261,722,32266,137900
9278,Los Angeles,34.12,-117.99,INLAND,2544,566,29126,134650
9279,Los Angeles,34.13,-117.99,INLAND,1618,350,29605,129400
9280,Los Angeles,34.14,-117.99,INLAND,1988,474,25625,153000
9281,Los Angeles,34.15,-117.99,INLAND,1951,596,31304,185600
9282,Los Angeles,34.16,-117.99,INLAND,1851,674,42407,262000
9283,Los Angeles,34.18,-117.99,INLAND,1063,437,65254,365000
9284,Kern,35.16,-117.99,INLAND,960,370,28750,87800
9285,Orange,33.61,-117.98,NEAR OCEAN,836,288,68939,383900
9286,Orange,33.64,-117.98,NEAR OCEAN,792,363,38187,137500
9287,Orange,33.65,-117.98,<1H OCEAN,3534,1422,48325,234700
9288,Orange,33.66,-117.98,<1H OCEAN,1615,542,61624,279400
9289,Orange,33.67,-117.98,<1H OCEAN,2493,1101,58252,264700
9290,Orange,33.68,-117.98,<1H OCEAN,4511,1460,68165,327967
9291,Orange,33.69,-117.98,<1H OCEAN,2760,949,64012,298700
9292,Orange,33.7,-117.98,<1H OCEAN,6231,1883,56924,267050
9293,Orange,33.71,-117.98,<1H OCEAN,3800,1287,50067,241400
9294,Orange,33.72,-117.98,<1H OCEAN,3629,1108,56575,241750
9295,Orange,33.73,-117.98,<1H OCEAN,4600,1656,50609,252300
9296,Orange,33.74,-117.98,<1H OCEAN,4598,1445,45832,256100
9297,Orange,33.75,-117.98,<1H OCEAN,4990,1471,40980,196733
9298,Orange,33.76,-117.98,<1H OCEAN,6107,1845,37328,184200
9299,Orange,33.77,-117.98,<1H OCEAN,3610,1212,38644,172000
9300,Orange,33.78,-117.98,<1H OCEAN,4809,1483,36217,183850
9301,Orange,33.79,-117.98,<1H OCEAN,1659,480,41115,179700
9302,Orange,33.8,-117.98,<1H OCEAN,2580,745,48956,209450
9303,Orange,33.81,-117.98,<1H OCEAN,5064,1740,38180,193500
9304,Orange,33.82,-117.98,<1H OCEAN,1445,415,52353,209050
9305,Orange,33.83,-117.98,<1H OCEAN,5087,1846,42653,215033
9306,Orange,33.84,-117.98,<1H OCEAN,2562,830,45443,200467
9307,Orange,33.85,-117.98,<1H OCEAN,1085,362,47650,181500
9308,Orange,33.86,-117.98,<1H OCEAN,1507,498,40018,171650
9309,Orange,33.87,-117.98,<1H OCEAN,2372,790,35634,173750
9310,Orange,33.89,-117.98,<1H OCEAN,1278,435,71425,393700
9311,Orange,33.9,-117.98,<1H OCEAN,506,280,48264,146800
9312,Los Angeles,33.91,-117.98,<1H OCEAN,3836,1480,50923,257200
9313,Los Angeles,33.92,-117.98,<1H OCEAN,1793,552,53668,219800
9314,Los Angeles,33.93,-117.98,<1H OCEAN,1520,503,62924,232500
9315,Los Angeles,33.94,-117.98,<1H OCEAN,3260,1146,46918,242500
9316,Los Angeles,33.95,-117.98,<1H OCEAN,1758,639,61898,282400
9317,Los Angeles,33.98,-117.98,<1H OCEAN,1039,333,62217,333500
9318,Los Angeles,33.99,-117.98,<1H OCEAN,1429,457,70778,334300
9319,Los Angeles,34.0,-117.98,<1H OCEAN,1968,566,60190,324900
9320,Los Angeles,34.01,-117.98,<1H OCEAN,1344,381,57057,262100
9321,Los Angeles,34.02,-117.98,<1H OCEAN,4015,1250,38316,188550
9322,Los Angeles,34.03,-117.98,<1H OCEAN,484,166,26250,191100
9323,Los Angeles,34.04,-117.98,<1H OCEAN,3498,774,36111,172600
9324,Los Angeles,34.05,-117.98,<1H OCEAN,3643,729,39442,158350
9325,Los Angeles,34.06,-117.98,<1H OCEAN,3046,635,42845,160500
9326,Los Angeles,34.07,-117.98,INLAND,3635,931,29646,145950
9327,Los Angeles,34.08,-117.98,INLAND,3537,807,34784,152200
9328,Los Angeles,34.09,-117.98,INLAND,2640,594,35000,161300
9329,Los Angeles,34.1,-117.98,INLAND,5389,1178,37727,159700
9330,Los Angeles,34.13,-117.98,INLAND,3169,738,38444,136700
9331,Los Angeles,34.14,-117.98,INLAND,4228,1544,33376,191600
9332,Los Angeles,34.53,-117.98,INLAND,1492,491,40945,135700
9333,Kern,35.1,-117.98,INLAND,352,135,45724,84500
9334,Kern,35.13,-117.98,INLAND,2504,847,35391,81900
9335,Orange,33.63,-117.97,NEAR OCEAN,960,352,61572,344000
9336,Orange,33.65,-117.97,<1H OCEAN,988,346,53674,339300
9337,Orange,33.66,-117.97,<1H OCEAN,3845,1855,43301,230900
9338,Orange,33.67,-117.97,<1H OCEAN,3975,1288,63278,297900
9339,Orange,33.68,-117.97,<1H OCEAN,5716,1758,58147,289400
9340,Orange,33.69,-117.97,<1H OCEAN,1886,581,67990,292000
9341,Orange,33.71,-117.97,<1H OCEAN,2982,908,55966,269500
9342,Orange,33.72,-117.97,<1H OCEAN,1437,453,54286,273400
9343,Orange,33.73,-117.97,<1H OCEAN,6278,1813,60956,254575
9344,Orange,33.74,-117.97,<1H OCEAN,2223,853,39278,200600
9345,Orange,33.75,-117.97,<1H OCEAN,3682,938,38304,190550
9346,Orange,33.76,-117.97,<1H OCEAN,3238,1008,39914,188467
9347,Orange,33.77,-117.97,<1H OCEAN,3676,1300,27730,230600
9348,Orange,33.78,-117.97,<1H OCEAN,2110,587,39479,203800
9349,Orange,33.79,-117.97,<1H OCEAN,2993,1033,39334,217800
9350,Orange,33.8,-117.97,<1H OCEAN,1614,453,54631,225600
9351,Orange,33.81,-117.97,<1H OCEAN,4210,1457,36446,193450
9352,Orange,33.82,-117.97,<1H OCEAN,3563,1424,33773,201450
9353,Orange,33.83,-117.97,<1H OCEAN,2925,1177,36366,194200
9354,Orange,33.84,-117.97,<1H OCEAN,3139,1013,43048,196925
9355,Orange,33.85,-117.97,<1H OCEAN,2157,624,45559,176800
9356,Orange,33.86,-117.97,<1H OCEAN,3969,1137,36111,159233
9357,Orange,33.87,-117.97,<1H OCEAN,1255,433,37054,169200
9358,Orange,33.88,-117.97,<1H OCEAN,2337,819,57851,241733
9359,Orange,33.89,-117.97,<1H OCEAN,4334,1407,68225,287375
9360,Orange,33.91,-117.97,<1H OCEAN,3853,1313,60076,269500
9361,Orange,33.92,-117.97,<1H OCEAN,2196,865,43898,246350
9362,Orange,33.93,-117.97,<1H OCEAN,2888,1060,43630,198033
9363,Orange,33.94,-117.97,<1H OCEAN,2693,958,45902,229500
9364,Los Angeles,33.96,-117.97,<1H OCEAN,1995,638,72472,441900
9365,Los Angeles,33.99,-117.97,<1H OCEAN,4173,1487,52300,295100
9366,Los Angeles,34.0,-117.97,<1H OCEAN,1407,367,38319,179000
9367,Los Angeles,34.01,-117.97,<1H OCEAN,4369,1025,37271,159200
9368,Los Angeles,34.04,-117.97,<1H OCEAN,2681,712,33191,160300
9369,Los Angeles,34.05,-117.97,<1H OCEAN,6342,1531,32036,159080
9370,Los Angeles,34.06,-117.97,<1H OCEAN,4980,1133,36441,161150
9371,Los Angeles,34.07,-117.97,<1H OCEAN,2898,803,29901,159800
9372,Los Angeles,34.08,-117.97,INLAND,3742,928,32034,153250
9373,Los Angeles,34.09,-117.97,INLAND,5598,1432,37668,151950
9374,Los Angeles,34.1,-117.97,INLAND,2885,614,34856,152000
9375,Los Angeles,34.11,-117.97,INLAND,121,26,30417,137500
9376,Los Angeles,34.13,-117.97,INLAND,2087,607,34576,148100
9377,Los Angeles,34.14,-117.97,INLAND,2742,1206,28554,143150
9378,Los Angeles,34.15,-117.97,INLAND,1268,437,64576,500001
9379,Los Angeles,34.17,-117.97,INLAND,2112,813,49968,295000
9380,Orange,33.6,-117.96,NEAR OCEAN,384,197,52333,471400
9381,Orange,33.65,-117.96,<1H OCEAN,6228,2334,61557,336700
9382,Orange,33.66,-117.96,<1H OCEAN,2302,729,75699,333300
9383,Orange,33.67,-117.96,<1H OCEAN,2209,637,70173,382100
9384,Orange,33.68,-117.96,<1H OCEAN,6074,2270,43684,206700
9385,Orange,33.69,-117.96,<1H OCEAN,2561,800,69112,303550
9386,Orange,33.7,-117.96,<1H OCEAN,2968,1100,50339,284450
9387,Orange,33.71,-117.96,<1H OCEAN,3025,1036,50832,323550
9388,Orange,33.72,-117.96,<1H OCEAN,1858,538,68645,318200
9389,Orange,33.73,-117.96,<1H OCEAN,1454,488,66324,347600
9390,Orange,33.74,-117.96,<1H OCEAN,1025,383,41484,230000
9391,Orange,33.75,-117.96,<1H OCEAN,4291,1318,33984,203233
9392,Orange,33.76,-117.96,<1H OCEAN,3138,833,40274,191700
9393,Orange,33.77,-117.96,<1H OCEAN,2777,884,41321,222800
9394,Orange,33.78,-117.96,<1H OCEAN,2844,996,45794,244867
9395,Orange,33.79,-117.96,<1H OCEAN,2431,884,36746,218150
9396,Orange,33.8,-117.96,<1H OCEAN,3603,1185,44794,208225
9397,Orange,33.81,-117.96,<1H OCEAN,4294,1161,48139,180950
9398,Orange,33.82,-117.96,<1H OCEAN,5374,1836,36927,192650
9399,Orange,33.83,-117.96,<1H OCEAN,3600,1460,47340,213650
9400,Orange,33.84,-117.96,<1H OCEAN,1617,507,34583,186300
9401,Orange,33.85,-117.96,<1H OCEAN,1822,544,44844,187450
9402,Orange,33.86,-117.96,<1H OCEAN,3762,1264,38089,186033
9403,Orange,33.87,-117.96,<1H OCEAN,2723,959,38872,176933
